"PADK" "PACD" "PADQ" "PAHO" "PYAK" "PSIT" "PANT" "CYAZ" "KAST" "KOTH" "KACV" "KOAK" "KSFO" "KMRY" "KVBG" "KNTD" "KLAX" "KLGB" "KSAN" "KNZY"
"May_1952" 83.739837398374 67.741935483871 51.7857142857143 14.8148148148148 58.8235294117647 38.4615384615385 26.1261261261261 NA 33.6633663366337 35.7798165137615 39.3162393162393 17.6991150442478 13.7931034482759 32.2033898305085 NA 37.7049180327869 29.3103448275862 30.3571428571429 34.2105263157895 38.2608695652174
"Jun_1952" 89.0756302521009 66.9491525423729 42.6086956521739 16.3636363636364 59.8290598290598 41.5929203539823 39.0909090909091 NA 48.5981308411215 37.8378378378378 46.551724137931 31.858407079646 31.5789473684211 43.3333333333333 NA 26.0504201680672 29.5652173913043 30.8333333333333 32.5 33.8983050847458
"Jul_1952" 83.8709677419355 66.1290322580645 48.3333333333333 8.69565217391304 68.6440677966102 55.3571428571429 31.8965517241379 NA 51.7241379310345 35.0877192982456 64.1666666666667 31.6666666666667 23.9669421487603 40.3225806451613 NA 46.7741935483871 27.7310924369748 20.6896551724138 22.2222222222222 27.7310924369748
"Aug_1952" 92.741935483871 63.1147540983607 43.5483870967742 13.0841121495327 60 53.0434782608696 46.0176991150442 NA 63.8888888888889 47.8260869565217 60 33.0578512396694 22.5 46.7213114754098 NA 52.4590163934426 32.1739130434783 27.7310924369748 27.2727272727273 37.8151260504202
"Sep_1952" 73.728813559322 69.1666666666667 48.6725663716814 12.5 63.7931034482759 40.5172413793103 42.9824561403509 NA 38.3928571428571 38.5321100917431 60 16.5217391304348 13.1578947368421 27.3504273504274 NA 25.2100840336134 20.8695652173913 17.6470588235294 17.0940170940171 20
"May_1953" 86.2903225806452 70.4918032786885 59.8360655737705 11.9266055045872 50.8333333333333 36.7521367521368 36.1344537815126 NA 44.9152542372881 37 32.4324324324324 16.3636363636364 28.0373831775701 31.5789473684211 NA 8.26446280991736 14.4067796610169 21.1864406779661 22.9508196721311 20.1680672268908
"Jun_1953" 86.6666666666667 58.0357142857143 29.9065420560748 7.84313725490196 61.4678899082569 45.6896551724138 38.7387387387387 NA 44.4444444444444 30.5084745762712 23.6842105263158 13.0841121495327 17.4311926605505 30.2521008403361 NA 32.7731092436975 26.7241379310345 27.3504273504274 28.8135593220339 34.7457627118644
"Jul_1953" 81.1475409836066 54.6218487394958 43.6974789915966 7.84313725490196 63.6363636363636 51.2396694214876 42.3728813559322 NA 35.4838709677419 31.1475409836066 55.0847457627119 14.2857142857143 11.6666666666667 40.1709401709402 NA 39.6694214876033 17.2131147540984 17.0731707317073 22.9508196721311 28.9256198347107
"Aug_1953" 87.8048780487805 70.9677419354839 36.3636363636364 23.0769230769231 64.4628099173554 50.4065040650407 29.4117647058824 NA 47.8991596638655 43.75 55 33.3333333333333 37.1900826446281 41.9354838709677 NA 41.8032786885246 38.5245901639344 27.5 35.4838709677419 37.3983739837398
"Sep_1953" 76.4705882352941 60.6837606837607 30.7692307692308 11.1111111111111 49.5726495726496 33.3333333333333 37.962962962963 NA 28.0701754385965 27.2727272727273 59.6491228070175 32.4324324324324 27.9661016949153 50 NA 34.1666666666667 40.5172413793103 24.7863247863248 30.4347826086957 33.8983050847458
"May_1954" 85.4838709677419 NA 73.9495798319328 16.6666666666667 53.6585365853659 38.655462184874 33.9285714285714 NA 36.3636363636364 28.1818181818182 41.8181818181818 21.6981132075472 22.7722772277228 35.7798165137615 NA 66.1016949152542 56.198347107438 56.3025210084034 57.7235772357724 58.6776859504132
"Jun_1954" 93.3333333333333 NA 69.3693693693694 7.89473684210526 50 38.0530973451327 54.3103448275862 NA 37.0689655172414 39.4495412844037 37.1681415929204 20.5607476635514 21.2962962962963 27.5229357798165 NA 50 41.0714285714286 39.8305084745763 50 50.4273504273504
"Jul_1954" 82.7868852459016 NA 37.7358490566038 11.4285714285714 61.9834710743802 47.8632478632479 43.6974789915966 NA 39.344262295082 31.9327731092437 57.5 17.8861788617886 9.91735537190083 28.9256198347107 NA 31.1475409836066 16.9354838709677 18.3333333333333 35.0877192982456 41.1764705882353
"Aug_1954" 77.3109243697479 NA 31.25 20.1754385964912 47.9338842975207 47.008547008547 30.3571428571429 NA 47.5806451612903 38.4615384615385 61.1570247933884 34.7107438016529 34.7457627118644 49.1935483870968 NA 45.0819672131148 37.1900826446281 33.6065573770492 31.9672131147541 33.8709677419355
"Sep_1954" 75.2136752136752 NA 39.0909090909091 13.7614678899083 37.6146788990826 32.4561403508772 37.0689655172414 NA 26.4957264957265 31.858407079646 29.1666666666667 20.1680672268908 15.2542372881356 29.4117647058824 NA 27.3504273504274 23.6842105263158 22.8813559322034 21.6666666666667 26.271186440678
"May_1955" 86.1788617886179 NA 75.6302521008403 23.9316239316239 74.1666666666667 39.344262295082 39.4736842105263 NA 42.1487603305785 29.9145299145299 25.4385964912281 13.5593220338983 13.1147540983607 37.9310344827586 NA 47.4137931034483 38.7931034482759 43.859649122807 44.6280991735537 43.801652892562
"Jun_1955" 94.1666666666667 NA 45.7943925233645 30.2752293577982 65.5172413793103 37.2727272727273 44.0366972477064 NA 56.5217391304348 42.8571428571429 50.4504504504504 37.1681415929204 33.6283185840708 46.9026548672566 NA 46.8468468468468 43.75 44.3478260869565 40.6779661016949 45.7627118644068
"Jul_1955" 83.8709677419355 NA 45.2173913043478 6.03448275862069 69.7478991596639 30.327868852459 45.6140350877193 NA 54.0322580645161 45.4545454545455 57.8512396694215 25.8064516129032 22.5806451612903 51.2396694214876 NA 42.2764227642276 37.0967741935484 30.327868852459 33.6065573770492 41.3223140495868
"Aug_1955" 69.9186991869919 NA 43.75 23.9316239316239 73.7704918032787 47.5409836065574 48.3606557377049 NA 33.3333333333333 38.9830508474576 73.109243697479 25.2032520325203 12.1951219512195 48.3606557377049 NA 30 15.9663865546218 13.1578947368421 16.2162162162162 21.8487394957983
"Sep_1955" 83.3333333333333 NA 51.7857142857143 18.75 57.3913043478261 28.448275862069 39.0909090909091 NA 30.7692307692308 29.9145299145299 41.4414414414414 19.327731092437 15.6521739130435 29.6610169491525 NA 38.655462184874 26.4957264957265 25.6410256410256 30.5084745762712 36.2068965517241
"May_1956" 92.6829268292683 84.6153846153846 78.8135593220339 43.5897435897436 58.8235294117647 28.448275862069 38.1818181818182 NA 45.3703703703704 44.5378151260504 49.1525423728814 22.2222222222222 27.9661016949153 39.1304347826087 NA 33.8842975206612 31.3559322033898 37.9032258064516 32.5 32.258064516129
"Jun_1956" 90.8333333333333 77.5700934579439 45.6140350877193 14.6788990825688 47.3684210526316 35.042735042735 45.6896551724138 NA 44.4444444444444 28.448275862069 28.0701754385965 12.6050420168067 14.4067796610169 24.3697478991597 NA 41.5929203539823 28.5714285714286 28.5714285714286 33.3333333333333 35.5932203389831
"Jul_1956" 86.8852459016393 77.7777777777778 56.8965517241379 19.1304347826087 59.0163934426229 54.6218487394958 49.5495495495495 NA 42.1487603305785 31.4516129032258 65.2892561983471 35.7723577235772 28.9256198347107 64.7540983606557 NA 51.6129032258064 27.7310924369748 18.5483870967742 22.8813559322034 26.4462809917355
"Aug_1956" 85.4838709677419 89.9159663865546 50 22.4137931034483 69.9186991869919 80.6451612903226 49.5798319327731 NA 46.6101694915254 38.4615384615385 56.6666666666667 30.5785123966942 20.8333333333333 54.4715447154472 NA 46.6666666666667 31.1475409836066 30.8333333333333 33.0578512396694 30.8943089430894
"Sep_1956" 78.448275862069 75.7009345794392 33.0275229357798 15.5339805825243 47.8632478632479 35.7142857142857 36.2745098039216 NA 40.9523809523809 38.1818181818182 39.6396396396396 17.2413793103448 15.2542372881356 17.5438596491228 NA 19.8275862068966 12.3893805309735 11.2068965517241 13.3333333333333 16.3793103448276
"May_1957" 80.4878048780488 74.3119266055046 56.4102564102564 8.57142857142857 55.4545454545455 33.6206896551724 34.8214285714286 NA 56.4814814814815 42.4778761061947 38.3333333333333 31.5315315315315 41.1214953271028 34.2857142857143 NA 22.4299065420561 22.6415094339623 26.1682242990654 37.3831775700935 40.1785714285714
"Jun_1957" 93.3333333333333 72.1649484536082 45.2173913043478 11.340206185567 58.7155963302752 57.0175438596491 43.859649122807 NA 42.156862745098 33.0188679245283 37.6146788990826 18.2692307692308 14.4230769230769 32.7102803738318 NA 35.4545454545455 37.5 39.4495412844037 41.5929203539823 50.4504504504504
"Jul_1957" 91.0569105691057 83.1932773109244 33.0357142857143 25 49.0740740740741 42.9824561403509 29.1666666666667 NA 20.8695652173913 22.3214285714286 54.5454545454545 23.3333333333333 12.1951219512195 37.0689655172414 NA 24.390243902439 18.1818181818182 20.5128205128205 27.8688524590164 37.0967741935484
"Aug_1957" 91.7355371900827 70.5357142857143 32.5 20 40.5172413793103 45.2173913043478 42.9824561403509 NA 34.2105263157895 20 53.3333333333333 24.5762711864407 19.8275862068966 47.0588235294118 NA 24.5454545454545 12.7450980392157 14.4230769230769 16.9811320754717 23.0769230769231
"Sep_1957" 66.9491525423729 54.2857142857143 65.7657657657658 15.3846153846154 60.1851851851852 38.3177570093458 44.7368421052632 NA 23.5849056603774 30.188679245283 40.3508771929825 26.271186440678 20.3389830508475 19.8275862068966 NA 22.4137931034483 25.2173913043478 24.2990654205607 22.3214285714286 26.9565217391304
"May_1958" 73.1707317073171 76.0683760683761 48.2456140350877 23.5849056603774 78.3333333333333 40.1785714285714 45.8333333333333 NA 61 36.7924528301887 55.3571428571429 30.0884955752212 25.9259259259259 43.5185185185185 40.2061855670103 34.5454545454545 30.8411214953271 33.6448598130841 29.3577981651376 31.4814814814815
"Jun_1958" 87.8260869565217 83.1858407079646 70.7964601769911 14.1509433962264 72.8971962616822 47.4137931034483 38.3838383838384 NA 60 37.6237623762376 45.7142857142857 32.7433628318584 31.304347826087 31.5789473684211 20.8695652173913 15.1785714285714 21.2389380530973 21.6216216216216 26.9565217391304 26.0869565217391
"Jul_1958" 77.8688524590164 87.7049180327869 68.5950413223141 9.4017094017094 83.0508474576271 63.7931034482759 23.8532110091743 NA 60.655737704918 44.7154471544715 80.1652892561983 52.991452991453 36.9747899159664 62.6016260162602 61.2903225806452 55.9322033898305 37.719298245614 32.1428571428571 29.9145299145299 31.1475409836066
"Aug_1958" 65.8333333333333 75.4098360655738 56.25 3.53982300884956 54.0322580645161 23.4782608695652 58.0952380952381 NA 27.5862068965517 31.304347826087 65.5172413793103 28.448275862069 18.5840707964602 46.0176991150442 62.5 48.2456140350877 35.4545454545455 27.8846153846154 42.8571428571429 53.2110091743119
"Sep_1958" 65.2542372881356 54.954954954955 24.2990654205607 19.2307692307692 45.1923076923077 23.8938053097345 34.2592592592593 NA 27.027027027027 15.8415841584158 15.929203539823 8.18181818181818 5.26315789473684 13.1578947368421 24.3478260869565 26.7241379310345 16.3793103448276 19.1304347826087 17.9487179487179 20.6896551724138
"May_1959" 83.6065573770492 75 52.6785714285714 8.57142857142857 57.0093457943925 35.7798165137615 47.4747474747475 NA 38.0530973451327 33.3333333333333 32.7272727272727 19.8198198198198 17.8571428571429 26.7241379310345 31.4814814814815 19.8275862068966 28.3333333333333 27.0491803278689 34.1880341880342 34.7826086956522
"Jun_1959" 94.8717948717949 80 44.7619047619048 15.1515151515152 55.2631578947368 35.1351351351351 37.037037037037 NA 46.8468468468468 35.2380952380952 45.0980392156863 13.8888888888889 13.6363636363636 28.8288288288288 44.7368421052632 37.0689655172414 31.8965517241379 32.1739130434783 35.5932203389831 36.6666666666667
"Jul_1959" 84.4262295081967 81.1475409836066 47.6635514018692 23.7623762376238 64.9122807017544 36.2068965517241 49.1666666666667 NA 40.6779661016949 31.6666666666667 56.8965517241379 22.2222222222222 15.5172413793103 36.7521367521368 44.8275862068966 36.5217391304348 17.2413793103448 14.2857142857143 32.7731092436975 35.6521739130435
"Aug_1959" 85.3658536585366 76.0683760683761 27.7777777777778 19.2982456140351 63.5593220338983 38.655462184874 45.6896551724138 NA 40.9090909090909 37.2727272727273 51.6666666666667 25.8620689655172 25.6410256410256 36.3636363636364 47.0588235294118 32.7868852459016 22.3140495867769 23.0769230769231 27.3504273504274 27.5
"Sep_1959" 85 44.9152542372881 36.5217391304348 12.7272727272727 36.5384615384615 27.6190476190476 46.2962962962963 NA 47.5247524752475 42.9906542056075 39.6039603960396 21.1009174311927 17.6991150442478 33.0357142857143 50.4424778761062 36.8421052631579 28.0701754385965 24.7787610619469 27.1186440677966 29.0598290598291
"May_1960" 80.6451612903226 73.5042735042735 50.8474576271186 23.8095238095238 53.781512605042 23.0769230769231 47.7477477477478 54.6218487394958 63.1067961165049 58.6538461538462 40.3846153846154 21.7821782178218 18.6274509803922 29.6296296296296 27.3584905660377 15.929203539823 15.8878504672897 21.8181818181818 35.8333333333333 32.1739130434783
"Jun_1960" 92.5 79.4871794871795 48.6486486486487 5.15463917525773 80.8695652173913 57.2649572649573 61.2612612612613 40.1709401709402 36.8421052631579 22.4299065420561 52.2935779816514 29.5238095238095 19.6261682242991 52.7777777777778 52.1367521367521 57.2649572649573 45.6896551724138 40.5172413793103 50.4347826086956 57.3913043478261
"Jul_1960" 88.5245901639344 74.5901639344262 43.1034482758621 5.60747663551402 71.4285714285714 50.8474576271186 35.042735042735 23.1404958677686 36.1344537815126 35.2459016393443 64.7540983606557 29.0598290598291 15.7894736842105 39.4957983193277 50 26.3157894736842 16.2162162162162 15.2542372881356 16.8067226890756 19.1304347826087
"Aug_1960" 96.7741935483871 75 32.1739130434783 14.8148148148148 56.6666666666667 47.5409836065574 35.3448275862069 51.2396694214876 52.5 35.5932203389831 55.3571428571429 24.3478260869565 11.6666666666667 41.9354838709677 59.349593495935 45.5284552845528 26.6666666666667 22.8813559322034 20.4918032786885 25
"Sep_1960" 86.2068965517241 58.2608695652174 33.3333333333333 12.5 58.2608695652174 48.2456140350877 55.045871559633 35.5932203389831 27.7777777777778 36.1111111111111 63.963963963964 30.9734513274336 20.8695652173913 38.5964912280702 42.2413793103448 25.4237288135593 19.6581196581197 16.1016949152542 14.2857142857143 14.5299145299145
"May_1961" 92.6829268292683 81.4159292035398 42.9752066115703 9.90990990990991 54.6296296296296 34.5454545454545 38.4615384615385 43.9655172413793 37.5 63.6363636363636 42.9906542056075 27.5862068965517 32.1100917431193 42.4778761061947 37.6146788990826 26.5486725663717 30.3571428571429 28.695652173913 43.5897435897436 48.7179487179487
"Jun_1961" 96.551724137931 80.672268907563 41.7391304347826 23.2323232323232 52.6315789473684 33.6363636363636 31.8181818181818 33.6206896551724 27.1929824561404 41.1764705882353 52.2522522522522 34.2105263157895 25 43.9655172413793 51.2820512820513 61.0169491525424 43.3628318584071 39.4736842105263 46.551724137931 52.5862068965517
"Jul_1961" 86.6666666666667 82.3529411764706 43.9655172413793 14.6551724137931 79.5081967213115 64.4067796610169 30.2521008403361 52.5 57.5 44.6280991735537 61.1570247933884 21.1382113821138 15.5737704918033 28.6885245901639 56.7796610169492 55.1724137931034 30.1724137931034 26.0162601626016 42.9752066115703 45.1612903225806
"Aug_1961" 92.741935483871 87.603305785124 50 6.55737704918033 71.4285714285714 61.8181818181818 37.9310344827586 35.7723577235772 49.5798319327731 52.1367521367521 61.9834710743802 31.8965517241379 22.2222222222222 39.4957983193277 55 47.5409836065574 32.4561403508772 23.7704918032787 24.1379310344828 30
"Sep_1961" 80 61.7391304347826 26.5486725663717 23.0769230769231 55.1401869158878 37.7358490566038 22.5225225225225 35.9649122807018 38.0952380952381 22.3300970873786 30.9090909090909 18.2608695652174 13.9130434782609 29.1666666666667 42.0168067226891 38.9830508474576 26.5486725663717 30.0884955752212 25.2173913043478 28.5714285714286
"May_1962" 86.0655737704918 76.6666666666667 36.2745098039216 22.5225225225225 61 44.8275862068966 40 45.9016393442623 52.212389380531 46.9026548672566 30.6306306306306 22.7722772277228 25 46.7289719626168 32.3809523809524 23.2142857142857 22.2222222222222 30.3571428571429 34.7107438016529 36.8852459016393
"Jun_1962" 80.5309734513274 75.8928571428571 43.5185185185185 21.3483146067416 77.3913043478261 64.6551724137931 45.1923076923077 39.8305084745763 52.6315789473684 39.0909090909091 47.0588235294118 31.5789473684211 22.1238938053097 49.5726495726496 60.3448275862069 52.5 55.0847457627119 49.5798319327731 56.6666666666667 59.8290598290598
"Jul_1962" 82.258064516129 61.4754098360656 55.9322033898305 19.811320754717 71.6666666666667 59.4827586206897 52.6785714285714 43.6974789915966 59.1304347826087 31.8965517241379 56.140350877193 31.6239316239316 18.8034188034188 52.1367521367521 71.7741935483871 59.504132231405 40 29.6610169491525 35.5932203389831 39.8305084745763
"Aug_1962" 91.0569105691057 77.0491803278689 41.4414414414414 15.5963302752294 53.9823008849557 41.025641025641 54.8672566371681 62.5 44.0677966101695 38.0530973451327 61.1570247933884 26.6666666666667 28.4552845528455 39.5161290322581 45.8333333333333 38.2113821138211 20.8333333333333 21.8487394957983 23.9669421487603 28.3333333333333
"Sep_1962" 65.4867256637168 58.974358974359 43.298969072165 10.7843137254902 60.1851851851852 53.9130434782609 54.954954954955 34.4827586206897 38.1818181818182 44.4444444444444 66.9491525423729 41.3793103448276 33.9130434782609 60.6837606837607 72.1739130434783 51.2820512820513 35.9649122807018 32.4786324786325 35.3448275862069 39.3162393162393
"May_1963" 81.9672131147541 76.0330578512397 48.2142857142857 11.1111111111111 51.8181818181818 26.1261261261261 35.2941176470588 32.1739130434783 31.1926605504587 40.1869158878505 63.963963963964 43.2692307692308 40.3846153846154 60.3448275862069 57.6271186440678 36.2068965517241 37.1681415929204 43.2432432432432 46.4285714285714 44.1441441441441
"Jun_1963" 89.8305084745763 83.0508474576271 40.3846153846154 15.0943396226415 70 35.3982300884956 53.2710280373832 46.9565217391304 48.6725663716814 38.1818181818182 39.622641509434 21.4285714285714 14.0350877192982 45.6140350877193 53.781512605042 53.8461538461538 45.2991452991453 36.6666666666667 52.5423728813559 53.3898305084746
"Jul_1963" 89.8305084745763 85.4838709677419 41.5254237288136 18.348623853211 65.8333333333333 57.7235772357724 42.9906542056075 51.6949152542373 44.7368421052632 22.5225225225225 42.5 22.9508196721311 16.260162601626 34.9593495934959 52.8925619834711 38.8429752066116 22.1238938053097 28.2051282051282 34.1880341880342 41.8032786885246
"Aug_1963" 83.3333333333333 86.6666666666667 42.1052631578947 9.25925925925926 60.9090909090909 46.0176991150442 46.2962962962963 61.864406779661 49.1666666666667 44.2477876106195 61.6666666666667 25.4237288135593 18.1034482758621 42.7350427350427 38.655462184874 35.5371900826446 21.4876033057851 19.0082644628099 21.551724137931 25.4237288135593
"Sep_1963" 90.7563025210084 82.2033898305085 71.6814159292035 13.1578947368421 52.5423728813559 41.3793103448276 69.4915254237288 37.5 24.0740740740741 40.7079646017699 53.9823008849557 17.1428571428571 11.0091743119266 17.3076923076923 32.6923076923077 20.8695652173913 19.4915254237288 22.8813559322034 26.5486725663717 30.9734513274336
"May_1964" 78.8135593220339 74.7899159663866 30.7692307692308 20.3883495145631 59.2592592592593 49.0196078431373 44.0366972477064 37.7049180327869 55.1401869158878 44.1176470588235 45.4545454545455 23.1481481481481 30.188679245283 47.8260869565217 48.6238532110092 33.6363636363636 23.728813559322 29.8245614035088 31.858407079646 32.7433628318584
"Jun_1964" 94.1176470588235 64.1025641025641 55.1401869158878 21.3592233009709 68.0412371134021 50.9090909090909 39.1752577319588 58.3333333333333 55.8558558558559 45.3703703703704 49.5145631067961 28.0373831775701 29.7297297297297 39.8148148148148 52.212389380531 55.2631578947368 55.4545454545455 48.6725663716814 53.448275862069 62.0689655172414
"Jul_1964" 92.5 87.603305785124 36.7521367521368 10.7843137254902 60.8333333333333 72.0338983050847 51.7241379310345 63.2478632478632 47.1074380165289 40 49.5652173913044 28.2258064516129 20.1612903225806 42.2764227642276 51.2605042016807 33.6065573770492 20.6611570247934 15.2542372881356 25.4385964912281 28.448275862069
"Aug_1964" 77.6859504132231 72.9508196721311 48.2758620689655 9.25925925925926 53.5087719298246 50 56.8965517241379 40.495867768595 38.8429752066116 37.5 52.5862068965517 25.8333333333333 18.6991869918699 41.9354838709677 53.3898305084746 41.8803418803419 26.9565217391304 28.695652173913 38.8429752066116 45.9016393442623
"Sep_1964" 84.4827586206897 90.5172413793103 46.3636363636364 10.7843137254902 42.6086956521739 33.3333333333333 45.2173913043478 51.304347826087 35.0877192982456 33.6448598130841 38.7931034482759 22.6890756302521 16.8067226890756 33.8983050847458 40.1785714285714 25.4385964912281 24.7863247863248 25.8333333333333 26.7241379310345 27.1186440677966
"May_1965" 87.5 NA 53.5087719298246 22.1238938053097 72.972972972973 NA NA 48.3050847457627 62.5 34.5794392523364 37.962962962963 21.6981132075472 22.0183486238532 47.7477477477478 57.5471698113208 41.1764705882353 36.2068965517241 30.0884955752212 41.7391304347826 51.3274336283186
"Jun_1965" 93.2773109243697 NA 64.3478260869565 10.6796116504854 65.4205607476635 NA NA 30.6306306306306 59.0909090909091 41.747572815534 53.9130434782609 36.1111111111111 36.036036036036 53.9130434782609 61.2068965517241 56.4102564102564 52.1739130434783 47.8260869565217 55.9322033898305 56.4102564102564
"Jul_1965" 95.9349593495935 NA 53.781512605042 22.9357798165138 78.5046728971963 NA NA 44.7154471544715 48.3050847457627 42.9752066115703 74.7967479674797 30.8333333333333 19.4915254237288 40.495867768595 52.4193548387097 54.1666666666667 34.7457627118644 26.890756302521 32.7731092436975 40.495867768595
"Aug_1965" 91.5966386554622 NA 43.1372549019608 11.1111111111111 63.963963963964 NA NA 52.5423728813559 40 35.5932203389831 59.4827586206897 29.5652173913043 19.4690265486726 41.025641025641 43.5897435897436 49.1803278688525 30.5785123966942 22.5 28.099173553719 34.1463414634146
"Sep_1965" 88.2352941176471 NA 47.2727272727273 37.1428571428571 78.2178217821782 NA NA 53.1531531531532 42.6086956521739 38.1818181818182 58.1818181818182 27.8260869565217 23.9316239316239 35.5932203389831 30.4347826086957 27.8260869565217 22.8813559322034 19.327731092437 25.4237288135593 31.8965517241379
"May_1966" 78.9915966386555 NA 27.027027027027 27.7777777777778 67.2566371681416 NA NA 33.0357142857143 42.4528301886792 29.126213592233 50 28.0701754385965 28.9473684210526 52.991452991453 63.8655462184874 59.1666666666667 41.2280701754386 35.8974358974359 56.0975609756098 57.7235772357724
"Jun_1966" 95.7983193277311 NA 68.0672268907563 15.7407407407407 50.4587155963303 NA NA 58.0357142857143 33.6363636363636 22.1052631578947 23.469387755102 11.0091743119266 7.54716981132075 20.1834862385321 31.4285714285714 43.1034482758621 34.7826086956522 29.5652173913043 47.4576271186441 52.9411764705882
"Jul_1966" 100 NA 38.4615384615385 20.7207207207207 77.2727272727273 NA NA 60.1626016260163 47.5409836065574 33.8983050847458 53.781512605042 32.5 27.5 44.2622950819672 48.3333333333333 30.7692307692308 16.6666666666667 15.2542372881356 30.327868852459 36.0655737704918
"Aug_1966" 83.0645161290323 NA 52.212389380531 21.551724137931 69.4915254237288 NA NA 35.6521739130435 37.8378378378378 33.6448598130841 51.3513513513513 24.3697478991597 17.3553719008264 41.8803418803419 45.9016393442623 32.7868852459016 16.5289256198347 14.7540983606557 19.327731092437 24.7933884297521
"Sep_1966" 87.3949579831933 NA 51.7543859649123 15.3153153153153 74.0740740740741 NA NA 53.2110091743119 27.2727272727273 33.6538461538462 25 16.8141592920354 16.8141592920354 19.2982456140351 44.8275862068966 39.4736842105263 31.0344827586207 24.1071428571429 20.8695652173913 25.2100840336134
"May_1967" 91.869918699187 NA 47.7064220183486 4.95049504950495 57.9439252336449 NA NA 55.8333333333333 35 33.0188679245283 41.8803418803419 20.1834862385321 18.6915887850467 34.1880341880342 41.4414414414414 41.747572815534 25.4716981132075 23.8095238095238 40 32.4324324324324
"Jun_1967" 91.1504424778761 NA 71.1711711711712 19.2307692307692 76.7857142857143 NA NA 54.8672566371681 59.1304347826087 45.5357142857143 69.5652173913043 43.2432432432432 40.1869158878505 70.9401709401709 66.6666666666667 48.3050847457627 40.1709401709402 38.135593220339 50.4273504273504 52.1008403361345
"Jul_1967" 90.5982905982906 NA 18.1818181818182 9.34579439252336 78.3783783783784 NA NA 43.801652892562 37.5 23.3333333333333 71.4285714285714 21.8181818181818 10 37.6068376068376 54.954954954955 65.1785714285714 30.188679245283 27.5229357798165 32.1100917431193 40.8695652173913
"Aug_1967" 89.1666666666667 NA 73.2142857142857 11.304347826087 73.9130434782609 NA NA 40.1785714285714 43.1034482758621 32.7731092436975 68.9075630252101 22.1238938053097 14.1592920353982 45.2991452991453 57.7235772357724 39.8373983739837 24.1379310344828 14.1666666666667 33.8842975206612 39.0243902439024
