	CYAZ	KACV	KAST	KLAX	KLGB	KMRY	KNTD	KNZY	KOAK	KOTH	KSAN	KSFO	KVBG	PACD	PADK	PADQ	PAHO	PANT	PSIT	PYAK	average
August_1952		60.0	63.888888888888886	32.17391304347826	27.73109243697479	46.721311475409834	52.459016393442624	37.81512605042017	33.05785123966942	47.82608695652174	27.272727272727273	22.5		63.114754098360656	92.74193548387096	43.54838709677419	13.08411214953271	46.017699115044245	53.04347826086956	60.0	45.72202110899919
September_1952		60.0	38.392857142857146	20.869565217391305	17.647058823529413	27.35042735042735	25.210084033613445	20.0	16.52173913043478	38.53211009174312	17.094017094017094	13.157894736842104		69.16666666666667	73.72881355932203	48.67256637168141	12.5	42.98245614035088	40.51724137931034	63.793103448275865	35.89647784369239
May_1953		32.432432432432435	44.91525423728814	14.40677966101695	21.1864406779661	31.57894736842105	8.264462809917354	20.168067226890756	16.363636363636363	37.0	22.950819672131146	28.037383177570092		70.49180327868852	86.29032258064517	59.83606557377049	11.926605504587156	36.134453781512605	36.75213675213675	50.833333333333336	34.97605246844135
June_1953		23.68421052631579	44.44444444444444	26.724137931034484	27.35042735042735	30.252100840336134	32.773109243697476	34.74576271186441	13.08411214953271	30.508474576271187	28.8135593220339	17.431192660550458		58.035714285714285	86.66666666666667	29.906542056074766	7.8431372549019605	38.73873873873874	45.689655172413794	61.46788990825688	35.45332643551531
July_1953		55.08474576271186	35.483870967741936	17.21311475409836	17.073170731707318	40.17094017094017	39.66942148760331	28.925619834710744	14.285714285714286	31.147540983606557	22.950819672131146	11.666666666666666		54.621848739495796	81.14754098360656	43.69747899159664	7.8431372549019605	42.3728813559322	51.239669421487605	63.63636363636363	36.56836365005649
August_1953		55.0	47.89915966386555	38.52459016393443	27.5	41.935483870967744	41.80327868852459	37.39837398373984	33.333333333333336	43.75	35.483870967741936	37.1900826446281		70.96774193548387	87.8048780487805	36.36363636363637	23.076923076923077	29.41176470588235	50.40650406504065	64.46280991735537	44.5729128572132
September_1953		59.64912280701754	28.07017543859649	40.51724137931034	24.786324786324787	50.0	34.166666666666664	33.898305084745765	32.432432432432435	27.272727272727273	30.434782608695652	27.966101694915253		60.68376068376068	76.47058823529412	30.76923076923077	11.11111111111111	37.96296296296296	33.333333333333336	49.572649572649574	38.28319537998748
May_1954		41.81818181818182	36.36363636363637	56.19834710743802	56.30252100840336	35.77981651376147	66.10169491525424	58.67768595041322	21.69811320754717	28.181818181818183	57.72357723577236	22.77227722772277			85.48387096774194	73.94957983193277	16.666666666666668	33.92857142857143	38.65546218487395	53.65853658536585	46.11531512912362
June_1954		37.16814159292036	37.06896551724138	41.07142857142857	39.83050847457627	27.522935779816514	50.0	50.427350427350426	20.560747663551403	39.44954128440367	50.0	21.296296296296298			93.33333333333333	69.36936936936937	7.894736842105263	54.310344827586206	38.05309734513274	50.0	42.7856939603007
July_1954		57.5	39.34426229508197	16.93548387096774	18.333333333333332	28.925619834710744	31.147540983606557	41.1764705882353	17.88617886178862	31.932773109243698	35.08771929824562	9.917355371900827			82.78688524590164	37.735849056603776	11.428571428571429	43.69747899159664	47.863247863247864	61.98347107438016	36.09895536514212
August_1954		61.15702479338843	47.58064516129032	37.1900826446281	33.60655737704918	49.193548387096776	45.08196721311475	33.87096774193548	34.710743801652896	38.46153846153846	31.9672131147541	34.74576271186441			77.3109243697479	31.25	20.17543859649123	30.357142857142858	47.00854700854701	47.93388429752066	41.27070520810368
September_1954		29.166666666666668	26.495726495726494	23.68421052631579	22.88135593220339	29.41176470588235	27.35042735042735	26.271186440677965	20.168067226890756	31.858407079646017	21.666666666666668	15.254237288135593			75.21367521367522	39.09090909090909	13.761467889908257	37.06896551724138	32.45614035087719	37.61467889908257	29.965561961231337
May_1955		25.43859649122807	42.14876033057851	38.793103448275865	43.85964912280702	37.93103448275862	47.41379310344828	43.80165289256198	13.559322033898304	29.914529914529915	44.62809917355372	13.114754098360656			86.17886178861788	75.63025210084034	23.931623931623932	39.473684210526315	39.34426229508197	74.16666666666667	42.313449769726944
June_1955		50.450450450450454	56.52173913043478	43.75	44.34782608695652	46.902654867256636	46.846846846846844	45.76271186440678	37.16814159292036	42.857142857142854	40.67796610169491	33.6283185840708			94.16666666666667	45.794392523364486	30.275229357798164	44.03669724770642	37.27272727272727	65.51724137931035	47.41039722527966
July_1955		57.85123966942149	54.03225806451613	37.096774193548384	30.327868852459016	51.239669421487605	42.27642276422764	41.32231404958678	25.806451612903224	45.45454545454545	33.60655737704918	22.580645161290324			83.87096774193549	45.21739130434783	6.0344827586206895	45.6140350877193	30.327868852459016	69.74789915966386	42.49455244269302
August_1955		73.10924369747899	33.333333333333336	15.966386554621849	13.157894736842104	48.36065573770492	30.0	21.84873949579832	25.203252032520325	38.983050847457626	16.216216216216218	12.195121951219512			69.91869918699187	43.75	23.931623931623932	48.36065573770492	47.540983606557376	73.77049180327869	37.39096169819706
September_1955		41.44144144144144	30.76923076923077	26.495726495726494	25.641025641025642	29.661016949152543	38.65546218487395	36.206896551724135	19.327731092436974	29.914529914529915	30.508474576271187	15.652173913043478			83.33333333333333	51.785714285714285	18.75	39.09090909090909	28.448275862068964	57.391304347826086	35.47489684995931
May_1956		49.152542372881356	45.370370370370374	31.35593220338983	37.903225806451616	39.130434782608695	33.88429752066116	32.25806451612903	22.22222222222222	44.53781512605042	32.5	27.966101694915253		84.61538461538461	92.6829268292683	78.8135593220339	43.58974358974359	38.18181818181818	28.448275862068964	58.8235294117647	45.63534691265346
June_1956		28.07017543859649	44.44444444444444	28.571428571428573	28.571428571428573	24.369747899159663	41.5929203539823	35.59322033898305	12.605042016806722	28.448275862068964	33.333333333333336	14.40677966101695		77.57009345794393	90.83333333333333	45.6140350877193	14.678899082568808	45.689655172413794	35.042735042735046	47.36842105263158	37.6002204844775
July_1956		65.2892561983471	42.14876033057851	27.73109243697479	18.548387096774192	64.75409836065573	51.61290322580645	26.446280991735538	35.77235772357724	31.451612903225808	22.88135593220339	28.925619834710744		77.77777777777777	86.88524590163935	56.89655172413793	19.130434782608695	49.549549549549546	54.621848739495796	59.01639344262295	45.52441816402342
August_1956		56.666666666666664	46.610169491525426	31.147540983606557	30.833333333333332	54.47154471544715	46.666666666666664	30.89430894308943	30.578512396694215	38.46153846153846	33.05785123966942	20.833333333333332		89.91596638655462	85.48387096774194	50.0	22.413793103448278	49.57983193277311	80.64516129032258	69.91869918699187	48.232154949966834
September_1956		39.63963963963964	40.95238095238095	12.389380530973451	11.206896551724139	17.54385964912281	19.82758620689655	16.379310344827587	17.24137931034483	38.18181818181818	13.333333333333334	15.254237288135593		75.70093457943925	78.44827586206897	33.027522935779814	15.533980582524272	36.27450980392157	35.714285714285715	47.863247863247864	31.361809962803576
May_1957		38.333333333333336	56.48148148148148	22.641509433962263	26.16822429906542	34.285714285714285	22.429906542056074	40.17857142857143	31.53153153153153	42.47787610619469	37.38317757009346	41.12149532710281		74.31192660550458	80.48780487804878	56.41025641025641	8.571428571428571	34.82142857142857	33.62068965517241	55.45454545454545	40.928383415860644
June_1957		37.61467889908257	42.15686274509804	37.5	39.44954128440367	32.71028037383178	35.45454545454545	50.450450450450454	18.26923076923077	33.0188679245283	41.5929203539823	14.423076923076923		72.16494845360825	93.33333333333333	45.21739130434783	11.34020618556701	43.85964912280702	57.01754385964912	58.71559633027523	42.460506875989886
July_1957		54.54545454545455	20.869565217391305	18.181818181818183	20.512820512820515	37.06896551724138	24.390243902439025	37.096774193548384	23.333333333333332	22.321428571428573	27.868852459016395	12.195121951219512		83.19327731092437	91.0569105691057	33.035714285714285	25.0	29.166666666666668	42.98245614035088	49.074074074074076	36.21630430180817
August_1957		53.333333333333336	34.21052631578947	12.745098039215685	14.423076923076923	47.05882352941177	24.545454545454547	23.076923076923077	24.576271186440678	20.0	16.9811320754717	19.82758620689655		70.53571428571429	91.73553719008264	32.5	20.0	42.98245614035088	45.21739130434783	40.51724137931034	35.237031418434434
September_1957		40.35087719298246	23.58490566037736	25.217391304347824	24.299065420560748	19.82758620689655	22.413793103448278	26.956521739130434	26.271186440677965	30.18867924528302	22.321428571428573	20.338983050847457		54.285714285714285	66.94915254237289	65.76576576576576	15.384615384615385	44.73684210526316	38.3177570093458	60.18518518518518	34.85530278968017
May_1958		55.357142857142854	61.0	30.8411214953271	33.64485981308411	43.51851851851852	34.54545454545455	31.48148148148148	30.088495575221238	36.79245283018868	29.357798165137616	25.925925925925927	40.20618556701031	76.06837606837607	73.17073170731707	48.24561403508772	23.58490566037736	45.833333333333336	40.17857142857143	78.33333333333333	44.114436965309935
June_1958		45.714285714285715	60.0	21.238938053097346	21.62162162162162	31.57894736842105	15.178571428571429	26.08695652173913	32.743362831858406	37.62376237623762	26.956521739130434	31.304347826086957	20.869565217391305	83.1858407079646	87.82608695652173	70.79646017699115	14.150943396226415	38.38383838383838	47.41379310344828	72.89719626168224	41.345844193953354
July_1958		80.16528925619835	60.65573770491803	37.719298245614034	32.142857142857146	62.60162601626016	55.932203389830505	31.147540983606557	52.99145299145299	44.71544715447155	29.914529914529915	36.97478991596638	61.29032258064516	87.70491803278688	77.8688524590164	68.59504132231405	9.401709401709402	23.853211009174313	63.793103448275865	83.05084745762711	52.658883075118666
August_1958		65.51724137931035	27.586206896551722	35.45454545454545	27.884615384615383	46.017699115044245	48.24561403508772	53.211009174311926	28.448275862068964	31.304347826086957	42.857142857142854	18.58407079646018	62.5	75.40983606557377	65.83333333333333	56.25	3.5398230088495577	58.095238095238095	23.47826086956522	54.03225806451613	43.381553590436944
September_1958		15.929203539823009	27.027027027027028	16.379310344827587	19.130434782608695	13.157894736842104	26.724137931034484	20.689655172413794	8.181818181818182	15.841584158415841	17.94871794871795	5.2631578947368425	24.347826086956523	54.95495495495496	65.2542372881356	24.299065420560748	19.23076923076923	34.25925925925926	23.893805309734514	45.19230769230769	25.142377208470737
May_1959		32.72727272727273	38.05309734513274	28.333333333333332	27.049180327868854	26.724137931034484	19.82758620689655	34.78260869565217	19.81981981981982	33.333333333333336	34.18803418803419	17.857142857142858	31.48148148148148	75.0	83.60655737704919	52.67857142857143	8.571428571428571	47.474747474747474	35.77981651376147	57.00934579439252	37.0682892319449
June_1959		45.09803921568628	46.846846846846844	31.896551724137932	32.17391304347826	28.82882882882883	37.06896551724138	36.666666666666664	13.88888888888889	35.23809523809524	35.59322033898305	13.636363636363637	44.73684210526316	80.0	94.87179487179488	44.76190476190476	15.151515151515152	37.03703703703704	35.13513513513514	55.26315789473684	40.20493510013705
July_1959		56.89655172413793	40.67796610169491	17.24137931034483	14.285714285714286	36.75213675213675	36.52173913043478	35.65217391304348	22.22222222222222	31.666666666666668	32.773109243697476	15.517241379310345	44.827586206896555	81.14754098360656	84.42622950819673	47.66355140186916	23.762376237623762	49.166666666666664	36.206896551724135	64.91228070175438	40.648422578302196
August_1959		51.666666666666664	40.90909090909091	22.31404958677686	23.076923076923077	36.36363636363637	32.78688524590164	27.5	25.862068965517242	37.27272727272727	27.35042735042735	25.641025641025642	47.05882352941177	76.06837606837607	85.36585365853658	27.77777777777778	19.29824561403509	45.689655172413794	38.65546218487395	63.559322033898304	39.69563247989559
September_1959		39.603960396039604	47.524752475247524	28.07017543859649	24.778761061946902	33.035714285714285	36.8421052631579	29.05982905982906	21.10091743119266	42.99065420560748	27.11864406779661	17.699115044247787	50.442477876106196	44.91525423728814	85.0	36.52173913043478	12.727272727272727	46.2962962962963	27.61904761904762	36.53846153846154	36.20448306075176
May_1960	54.621848739495796	40.38461538461539	63.10679611650485	15.88785046728972	21.818181818181817	29.62962962962963	15.929203539823009	32.17391304347826	21.782178217821784	58.65384615384615	35.833333333333336	18.627450980392158	27.358490566037737	73.5042735042735	80.64516129032258	50.847457627118644	23.80952380952381	47.747747747747745	23.076923076923077	53.78151260504202	39.46099688257006
June_1960	40.17094017094017	52.293577981651374	36.8421052631579	45.689655172413794	40.51724137931034	52.77777777777778	57.26495726495727	57.391304347826086	29.523809523809526	22.429906542056074	50.43478260869565	19.626168224299064	52.136752136752136	79.48717948717949	92.5	48.648648648648646	5.154639175257732	61.26126126126126	57.26495726495727	80.8695652173913	49.11426147241714
July_1960	23.140495867768596	64.75409836065573	36.134453781512605	16.216216216216218	15.254237288135593	39.49579831932773	26.31578947368421	19.130434782608695	29.05982905982906	35.24590163934426	16.80672268907563	15.789473684210526	50.0	74.59016393442623	88.52459016393442	43.10344827586207	5.607476635514018	35.042735042735046	50.847457627118644	71.42857142857143	37.82439471352653
August_1960	51.239669421487605	55.357142857142854	52.5	26.666666666666668	22.88135593220339	41.935483870967744	45.52845528455285	25.0	24.347826086956523	35.59322033898305	20.491803278688526	11.666666666666666	59.34959349593496	75.0	96.7741935483871	32.17391304347826	14.814814814814815	35.3448275862069	47.540983606557376	56.666666666666664	41.543664158318094
September_1960	35.59322033898305	63.96396396396396	27.77777777777778	19.65811965811966	16.10169491525424	38.59649122807018	25.423728813559322	14.52991452991453	30.97345132743363	36.111111111111114	14.285714285714286	20.869565217391305	42.241379310344826	58.26086956521739	86.20689655172414	33.333333333333336	12.5	55.04587155963303	48.24561403508772	58.26086956521739	36.898979354392544
May_1961	43.96551724137931	42.99065420560748	37.5	30.357142857142858	28.695652173913043	42.47787610619469	26.548672566371682	48.717948717948715	27.586206896551722	63.63636363636363	43.58974358974359	32.11009174311926	37.61467889908257	81.41592920353982	92.6829268292683	42.97520661157025	9.90990990990991	38.46153846153846	34.54545454545455	54.629629629629626	43.02055719121647
June_1961	33.62068965517241	52.252252252252255	27.19298245614035	43.36283185840708	39.473684210526315	43.96551724137931	61.016949152542374	52.58620689655172	34.21052631578947	41.1764705882353	46.55172413793103	25.0	51.282051282051285	80.67226890756302	96.55172413793103	41.73913043478261	23.232323232323232	31.818181818181817	33.63636363636363	52.63157894736842	45.598672858074636
July_1961	52.5	61.15702479338843	57.5	30.17241379310345	26.016260162601625	28.688524590163933	55.172413793103445	45.16129032258065	21.13821138211382	44.62809917355372	42.97520661157025	15.573770491803279	56.779661016949156	82.3529411764706	86.66666666666667	43.96551724137931	14.655172413793103	30.252100840336134	64.40677966101696	79.50819672131148	46.963512542595296
August_1961	35.77235772357724	61.98347107438016	49.57983193277311	32.45614035087719	23.770491803278688	39.49579831932773	47.540983606557376	30.0	31.896551724137932	52.136752136752136	24.137931034482758	22.22222222222222	55.0	87.60330578512396	92.74193548387096	50.0	6.557377049180328	37.93103448275862	61.81818181818182	71.42857142857143	45.70364689880269
September_1961	35.96491228070175	30.90909090909091	38.095238095238095	26.548672566371682	30.088495575221238	29.166666666666668	38.983050847457626	28.571428571428573	18.26086956521739	22.33009708737864	25.217391304347824	13.91304347826087	42.016806722689076	61.73913043478261	80.0	26.548672566371682	23.076923076923077	22.52252252252252	37.735849056603776	55.14018691588785	34.34145241215809
May_1962	45.90163934426229	30.63063063063063	52.21238938053097	22.22222222222222	30.357142857142858	46.728971962616825	23.214285714285715	36.885245901639344	22.77227722772277	46.902654867256636	34.710743801652896	25.0	32.38095238095238	76.66666666666667	86.06557377049181	36.27450980392157	22.52252252252252	40.0	44.827586206896555	61.0	40.863800763070735
June_1962	39.83050847457627	47.05882352941177	52.63157894736842	55.08474576271186	49.57983193277311	49.572649572649574	52.5	59.82905982905983	31.57894736842105	39.09090909090909	56.666666666666664	22.123893805309734	60.3448275862069	75.89285714285714	80.53097345132744	43.51851851851852	21.348314606741575	45.19230769230769	64.65517241379311	77.3913043478261	51.22109453697179
July_1962	43.69747899159664	56.14035087719298	59.130434782608695	40.0	29.661016949152543	52.136752136752136	59.50413223140496	39.83050847457627	31.623931623931625	31.896551724137932	35.59322033898305	18.803418803418804	71.7741935483871	61.47540983606557	82.25806451612904	55.932203389830505	19.81132075471698	52.67857142857143	59.48275862068966	71.66666666666667	48.65484928474063
August_1962	62.5	61.15702479338843	44.067796610169495	20.833333333333332	21.84873949579832	39.516129032258064	38.21138211382114	28.333333333333332	26.666666666666668	38.05309734513274	23.96694214876033	28.45528455284553	45.833333333333336	77.04918032786885	91.0569105691057	41.44144144144144	15.596330275229358	54.86725663716814	41.02564102564103	53.982300884955755	42.72310619601255
September_1962	34.48275862068966	66.94915254237289	38.18181818181818	35.96491228070175	32.47863247863248	60.68376068376068	51.282051282051285	39.31623931623932	41.37931034482759	44.44444444444444	35.3448275862069	33.91304347826087	72.17391304347827	58.97435897435897	65.48672566371681	43.29896907216495	10.784313725490197	54.95495495495496	53.91304347826087	60.18518518518518	46.7096207668808
May_1963	32.17391304347826	63.96396396396396	31.192660550458715	37.16814159292036	43.24324324324324	60.3448275862069	36.206896551724135	44.14414414414414	43.26923076923077	40.18691588785047	46.42857142857143	40.38461538461539	57.6271186440678	76.03305785123968	81.9672131147541	48.214285714285715	11.11111111111111	35.294117647058826	26.126126126126128	51.81818181818182	45.344916808661644
June_1963	46.95652173913044	39.62264150943396	48.67256637168141	45.2991452991453	36.666666666666664	45.6140350877193	53.84615384615385	53.389830508474574	21.428571428571427	38.18181818181818	52.54237288135593	14.035087719298245	53.78151260504202	83.05084745762711	89.83050847457628	40.38461538461539	15.09433962264151	53.271028037383175	35.39823008849557	70.0	46.85332464549152
July_1963	51.69491525423729	42.5	44.73684210526316	22.123893805309734	28.205128205128204	34.959349593495936	38.84297520661157	41.80327868852459	22.950819672131146	22.52252252252252	34.18803418803419	16.260162601626018	52.892561983471076	85.48387096774194	89.83050847457628	41.52542372881356	18.34862385321101	42.99065420560748	57.72357723577236	65.83333333333333	42.77082378127057
August_1963	61.86440677966102	61.666666666666664	49.166666666666664	21.487603305785125	19.00826446280992	42.73504273504273	35.53719008264463	25.423728813559322	25.423728813559322	44.24778761061947	21.551724137931036	18.103448275862068	38.65546218487395	86.66666666666667	83.33333333333333	42.10526315789474	9.25925925925926	46.2962962962963	46.017699115044245	60.90909090909091	41.97296646366336
September_1963	37.5	53.982300884955755	24.074074074074073	19.491525423728813	22.88135593220339	17.307692307692307	20.869565217391305	30.97345132743363	17.142857142857142	40.70796460176991	26.548672566371682	11.009174311926605	32.69230769230769	82.20338983050847	90.75630252100841	71.68141592920354	13.157894736842104	69.49152542372882	41.37931034482759	52.54237288135593	38.81965765750935
May_1964	37.704918032786885	45.45454545454545	55.14018691588785	23.728813559322035	29.82456140350877	47.82608695652174	33.63636363636363	32.743362831858406	23.14814814814815	44.11764705882353	31.858407079646017	30.18867924528302	48.62385321100918	74.78991596638656	78.8135593220339	30.76923076923077	20.388349514563107	44.03669724770642	49.01960784313726	59.25925925925926	42.0536096728011
June_1964	58.333333333333336	49.51456310679612	55.85585585585586	55.45454545454545	48.67256637168141	39.81481481481482	55.26315789473684	62.06896551724138	28.037383177570092	45.370370370370374	53.44827586206897	29.72972972972973	52.21238938053097	64.1025641025641	94.11764705882354	55.14018691588785	21.359223300970875	39.175257731958766	50.90909090909091	68.04123711340206	51.33105790009866
July_1964	63.24786324786325	49.56521739130435	47.107438016528924	20.66115702479339	15.254237288135593	42.27642276422764	33.60655737704918	28.448275862068964	28.225806451612904	40.0	25.43859649122807	20.161290322580644	51.260504201680675	87.60330578512396	92.5	36.75213675213675	10.784313725490197	51.724137931034484	72.03389830508475	60.833333333333336	43.87422461356386
August_1964	40.49586776859504	52.58620689655172	38.84297520661157	26.956521739130434	28.695652173913043	41.935483870967744	41.88034188034188	45.90163934426229	25.833333333333332	37.5	38.84297520661157	18.69918699186992	53.389830508474574	72.95081967213115	77.68595041322314	48.275862068965516	9.25925925925926	56.89655172413793	50.0	53.50877192982456	43.00686149941023
September_1964	51.30434782608695	38.793103448275865	35.08771929824562	24.786324786324787	25.833333333333332	33.898305084745765	25.43859649122807	27.11864406779661	22.689075630252102	33.64485981308411	26.724137931034484	16.80672268907563	40.17857142857143	90.51724137931035	84.48275862068965	46.36363636363637	10.784313725490197	45.21739130434783	33.333333333333336	42.608695652173914	37.78055561035182
May_1965	48.30508474576271	37.96296296296296	62.5	36.206896551724135	30.088495575221238	47.747747747747745	41.1764705882353	51.32743362831859	21.69811320754717	34.57943925233645	41.73913043478261	22.01834862385321	57.54716981132076		87.5	53.50877192982456	22.123893805309734			72.97297297297297	45.235466578701185
June_1965	30.63063063063063	53.91304347826087	59.09090909090909	52.17391304347826	47.82608695652174	53.91304347826087	56.41025641025641	56.41025641025641	36.111111111111114	41.74757281553398	55.932203389830505	36.03603603603604	61.206896551724135		93.27731092436974	64.34782608695652	10.679611650485437			65.42056074766356	51.478074636016785
July_1965	44.71544715447155	74.79674796747967	48.30508474576271	34.74576271186441	26.89075630252101	40.49586776859504	54.166666666666664	40.49586776859504	30.833333333333332	42.97520661157025	32.773109243697476	19.491525423728813	52.41935483870968		95.9349593495935	53.78151260504202	22.93577981651376			78.50467289719626	46.72127383560831
August_1965	52.54237288135593	59.48275862068966	40.0	30.578512396694215	22.5	41.02564102564103	49.18032786885246	34.146341463414636	29.565217391304348	35.59322033898305	28.09917355371901	19.469026548672566	43.58974358974359		91.59663865546219	43.13725490196079	11.11111111111111			63.96396396396396	40.9165473124452
September_1965	53.153153153153156	58.18181818181818	42.608695652173914	22.88135593220339	19.327731092436974	35.59322033898305	27.82608695652174	31.896551724137932	27.82608695652174	38.18181818181818	25.423728813559322	23.931623931623932	30.434782608695652		88.23529411764706	47.27272727272727	37.142857142857146			78.21782178217822	40.47855022582687
May_1966	33.035714285714285	50.0	42.45283018867924	41.228070175438596	35.8974358974359	52.99145299145299	59.166666666666664	57.72357723577236	28.07017543859649	29.12621359223301	56.09756097560975	28.94736842105263	63.865546218487395		78.99159663865547	27.027027027027028	27.77777777777778			67.2566371681416	45.86209709992596
June_1966	58.035714285714285	23.46938775510204	33.63636363636363	34.78260869565217	29.565217391304348	20.18348623853211	43.10344827586207	52.94117647058823	11.009174311926605	22.105263157894736	47.45762711864407	7.547169811320755	31.428571428571427		95.7983193277311	68.0672268907563	15.74074074074074			50.45871559633027	37.96060065488441
July_1966	60.16260162601626	53.78151260504202	47.540983606557376	16.666666666666668	15.254237288135593	44.26229508196721	30.76923076923077	36.0655737704918	32.5	33.898305084745765	30.327868852459016	27.5	48.333333333333336		100.0	38.46153846153846	20.72072072072072			77.27272727272727	41.97162324350778
August_1966	35.65217391304348	51.351351351351354	37.83783783783784	16.52892561983471	14.754098360655737	41.88034188034188	32.78688524590164	24.793388429752067	24.369747899159663	33.64485981308411	19.327731092436974	17.355371900826448	45.90163934426229		83.06451612903226	52.21238938053097	21.551724137931036			69.49152542372882	36.617912221159486
September_1966	53.211009174311926	25.0	27.272727272727273	31.03448275862069	24.107142857142858	19.29824561403509	39.473684210526315	25.210084033613445	16.8141592920354	33.65384615384615	20.869565217391305	16.8141592920354	44.827586206896555		87.39495798319328	51.75438596491228	15.315315315315315			74.07407407407408	35.65443678945161
May_1967	55.833333333333336	41.88034188034188	35.0	25.471698113207548	23.80952380952381	34.18803418803419	41.74757281553398	32.432432432432435	20.18348623853211	33.0188679245283	40.0	18.69158878504673	41.44144144144144		91.869918699187	47.706422018348626	4.9504950495049505			57.94392523364486	38.009945997802426
June_1967	54.86725663716814	69.56521739130434	59.130434782608695	40.17094017094017	38.13559322033898	70.94017094017094	48.30508474576271	52.10084033613445	43.24324324324324	45.535714285714285	50.427350427350426	40.18691588785047	66.66666666666667		91.15044247787611	71.17117117117117	19.23076923076923			76.78571428571429	55.15373681769319
July_1967	43.80165289256198	71.42857142857143	37.5	30.18867924528302	27.522935779816514	37.60683760683761	65.17857142857143	40.869565217391305	21.818181818181817	23.333333333333332	32.11009174311926	10.0	54.95495495495496		90.5982905982906	18.181818181818183	9.345794392523365			78.37837837837837	40.753979823507834
