	CYAZ	KACV	KAST	KLAX	KLGB	KMRY	KNTD	KNZY	KOAK	KOTH	KSAN	KSFO	KVBG	PACD	PADK	PADQ	PAHO	PANT	PSIT	PYAK
1965	43.627450980392155	53.59477124183007	46.89542483660131	33.82352941176471	27.941176470588236	41.50326797385621	44.44444444444444	41.17647058823529	26.96078431372549	35.3518821603928	35.45751633986928	22.385620915032682	46.73202614379085		89.68903436988543	48.20261437908497	18.4640522875817			62.908496732026144
1966	44.93464052287582	37.41830065359477	34.64052287581699	26.797385620915033	22.712418300653596	34.150326797385624	39.54248366013072	38.88888888888889	21.568627450980394	26.47058823529412	34.150326797385624	18.627450980392158	46.03960396039604		87.74509803921569	44.771241830065364	18.330605564648117			61.76470588235294
1967	45.751633986928105	57.6797385620915	38.88888888888889	29.901960784313726	25.653594771241828	43.13725490196079	47.549019607843135	40.849673202614376	24.18300653594771	30.555555555555557	37.41830065359477	17.81045751633987	52.373158756137485		83.98692810457517	47.712418300653596	11.947626841243862			63.23529411764706
1968	38.0718954248366	48.03921568627451	39.052287581699346	27.61437908496732	24.509803921568626	37.58169934640523	37.908496732026144	34.150326797385624	24.058919803600652	35.78431372549019	31.699346405228756	21.405228758169933	42.97385620915033		80.88235294117648	43.627450980392155	11.129296235679215			48.529411764705884
1969	37.091503267973856	52.450980392156865	42.64705882352941	41.17647058823529	33.33333333333333	44.28104575163398	52.614379084967325	46.40522875816993	24.673202614379086	37.745098039215684	41.17647058823529	19.77124183006536	55.88235294117647	79.90196078431373	79.90196078431373	47.712418300653596	10.69078947368421			57.02614379084967
1970	36.27450980392157	49.18300653594771	36.9281045751634	26.96078431372549	20.915032679738562	37.091503267973856	39.21568627450981	38.23529411764706	23.202614379084967	31.372549019607842	33.49673202614379	18.627450980392158	44.11764705882353	74.01960784313727	84.47712418300654	57.02614379084967	10.801963993453354			62.745098039215684
1971	40.19607843137255	51.470588235294116	39.705882352941174	25.816993464052292	24.34640522875817	37.908496732026144	37.908496732026144	39.052287581699346	25.326797385620914	35.45751633986928	37.908496732026144	21.405228758169933	45.723684210526315	81.86274509803921	83.00653594771242	58.98692810457516	21.405228758169933			65.19607843137256
1972	36.60130718954248	57.6797385620915	37.58169934640523	24.34640522875817	21.895424836601308		31.862745098039213	32.51633986928105	25.49019607843137	32.02614379084967	32.35294117647059	19.444444444444446	41.17647058823529	75.65359477124183	87.41830065359477	52.94117647058824	12.92962356792144			59.967320261437905
1973	40.032679738562095	50.49019607843137	42.15686274509804	40.849673202614376	38.0718954248366	40.99485420240137	58.496732026143796	49.673202614379086	23.856209150326798	32.51633986928105	46.952224052718286	17.81045751633987	54.084967320261434	77.61437908496733	80.3921568627451	52.94117647058824	12.745098039215685	37.453183520599254		53.431372549019606
1974	39.869281045751634	50.0	41.993464052287585	36.11111111111111	31.58756137479542	42.15017064846416	49.01960784313725	44.6078431372549	28.594771241830063	37.908496732026144	41.33986928104575	20.751633986928105	53.75816993464052	82.51633986928104	81.20915032679738	42.459016393442624	9.967320261437909			51.79738562091504
1975	46.568627450980394	50.65359477124183	42.50411861614498	39.698492462311556	29.08496732026144	46.666666666666664	53.59477124183007	44.771241830065364	29.411764705882355	39.21568627450981	41.33986928104575	24.094202898550723	59.361702127659576	75.16339869281046	82.35294117647058	47.049180327868854	17.18494271685761	45.10489510489511	60.36363636363637	60.46128500823723
1976	44.93464052287582	45.751633986928105	35.947712418300654	29.901960784313726	26.797385620915033	31.818181818181817	38.23529411764706	40.68627450980392	23.856209150326798	33.006535947712415	37.17105263157895	22.22222222222222	41.627906976744185	80.55555555555556	86.27450980392157	52.77777777777778	11.928104575163399	52.46800731261426	43.643263757115754	46.568627450980394
1977	44.11764705882353	47.712418300653596	45.26143790849673	29.248366013071898	23.692810457516337	32.92894280762565	39.052287581699346	37.58169934640523	26.96078431372549	37.908496732026144	30.693069306930692	22.712418300653596	39.443155452436194	74.18300653594771	81.20915032679738	37.58169934640523	14.238952536824879	39.010989010989015	38.879456706281836	29.248366013071898
1978	41.08019639934534	43.627450980392155	43.790849673202615	23.366013071895424	17.973856209150327	27.79783393501805	33.49673202614379	26.96078431372549	15.359477124183007	32.35294117647059	26.721311475409838	13.562091503267974	35.280373831775705	68.4640522875817	81.86274509803921	43.4640522875817	16.33986928104575	35.03649635036496	49.63636363636363	52.28758169934641
1979	44.33497536945813	37.908496732026144	32.51633986928105	27.124183006535947	21.895424836601308	30.956521739130434	36.11111111111111	37.254901960784316	23.202614379084967	30.555555555555557	34.21052631578947	17.15686274509804	44.626168224299064	69.11764705882352	87.25490196078431	41.66666666666667	16.33986928104575	36.996336996337	46.62045060658579	66.01307189542483
1980	47.05882352941176	48.69281045751634	53.10457516339869	27.450980392156865	19.28104575163399	43.22033898305085	32.84313725490196	35.78431372549019	29.575163398692812	32.6797385620915	33.553719008264466	24.673202614379086	47.55244755244755	70.75163398692811	89.05228758169935	39.54248366013072	20.098039215686274	42.63157894736842	46.10051993067591	65.52287581699346
1981	42.786885245901644	44.44444444444444	37.58169934640523	24.673202614379086	22.875816993464053	33.78151260504202	38.88888888888889	33.66013071895425	24.222585924713584	36.60130718954248	32.622950819672134	16.99346405228758	48.15668202764977	65.359477124183	87.09150326797386	38.39869281045752	19.28104575163399	31.14478114478115	50.25728987993139	69.11764705882352
1982	31.699346405228756	49.34640522875817	41.50326797385621	30.065359477124183	30.392156862745097	44.991212653778554	38.23529411764706	42.3202614379085	28.96890343698854	36.43790849673202	39.27986906710311	23.52941176470588	52.459016393442624	78.59477124183006	85.62091503267973	41.830065359477125	14.54248366013072	32.189542483660134	59.86159169550172	65.84967320261438
1983	25.816993464052292	45.662847790507364	39.37908496732026	26.47058823529412	23.202614379084967	36.594202898550726	38.88888888888889	36.60130718954248	23.52941176470588	31.045751633986928	31.965811965811962	20.751633986928105	44.28904428904429	73.52941176470588	86.11111111111111	41.01307189542484	13.725490196078432	35.62091503267974	42.68502581755594	53.75816993464052
1984	36.607142857142854	37.254901960784316	36.48424543946932	20.0	17.647058823529413	25.573192239858905	28.75816993464052	32.51633986928105	16.90391459074733	28.431372549019606	28.097731239092493	13.736263736263737	31.36842105263158	75.49019607843137	81.69934640522875	38.752052545156	15.359477124183007	36.11111111111111	31.058020477815703	47.13584288052373
1985	28.888888888888886	46.568627450980394	38.70431893687707	22.448979591836736	22.22222222222222	31.965811965811962	34.47712418300654	30.392156862745097	26.39593908629442	30.555555555555557	29.219600725952816	22.552447552447553	35.308056872037916	75.81699346405229	82.62295081967214	46.48117839607202	24.019607843137255	26.721311475409838	52.3972602739726	60.75533661740559
1986	36.23931623931624	48.32775919732442	42.48366013071895	26.797385620915033	22.913256955810148	37.22504230118444	41.01307189542484	32.189542483660134	33.22091062394604	36.76470588235294	31.674958540630183	20.424836601307188	46.88888888888889	77.94117647058823	83.27868852459017	48.03921568627451	17.647058823529413	31.209150326797385	50.847457627118644	56.372549019607845
1987	33.09222423146474	53.10457516339869	43.30065359477124	27.450980392156865	27.124183006535947	42.63157894736842	39.052287581699346	43.627450980392155	30.96885813148789	39.705882352941174	40.397350993377486	24.34640522875817	52.80898876404494	78.75816993464052	79.73856209150327	54.41176470588235	23.03921568627451	29.411764705882355	44.88734835355286	59.31372549019608
1988	34.797891036906854	44.6078431372549	33.169934640522875	29.901960784313726	25.326797385620914	29.780033840947546	37.745098039215684	34.967320261437905	22.74247491638796	30.88235294117647	32.948929159802304	14.37908496732026	44.51901565995526	66.66666666666666	76.63398692810458	48.529411764705884	10.620915032679738	33.33333333333333	38.67595818815331	46.24183006535948
1989	32.26890756302521	50.98039215686274	35.62091503267974	23.202614379084967	25.326797385620914	36.91275167785235	39.21568627450981	36.76470588235294	27.516778523489933	29.575163398692812	32.4459234608985	20.26143790849673		70.58823529411765	90.50736497545007	40.35947712418301	10.801963993453354	25.0	51.70068027210885	54.91803278688525
1990	41.40893470790378	43.95424836601307	40.032679738562095	16.503267973856207	14.869281045751634	31.3758389261745	25.163398692810457	33.33333333333333	27.7027027027027	40.298507462686565	27.57475083056478	19.28104575163399	40.37122969837587	65.52287581699346	86.57937806873977	41.66666666666667	8.538587848932677	23.03921568627451	48.817567567567565	53.92156862745098
1991	45.17766497461929	54.41176470588235	44.28104575163398	36.76470588235294	29.411764705882355	43.19327731092437	54.57516339869281	44.09836065573771	38.74788494077834	59.50413223140496	41.35090609555189	28.104575163398692	60.36446469248291	71.56862745098039	88.8707037643208	45.09803921568628	13.398692810457517	29.73856209150327	53.691275167785236	60.78431372549019
1992	32.666666666666664	48.69281045751634	33.33333333333333	24.34640522875817	20.26143790849673	38.552188552188554	37.049180327868854	31.674958540630183	28.881469115191987		29.73856209150327	18.4640522875817	50.0	51.9607843137255	85.13513513513513	35.294117647058826	6.209150326797386	27.124183006535947	41.63879598662207	47.712418300653596
1993	46.776859504132226	42.15686274509804	44.0	25.49019607843137	27.77777777777778	32.5	37.274220032840724	36.13861386138614	23.745819397993312	47.18826405867971	33.82352941176471	17.15686274509804	43.73626373626374	56.372549019607845	87.41721854304636	37.41830065359477	7.516339869281046	22.385620915032682	30.948419301164726	36.27450980392157
1994	33.61344537815126	39.705882352941174	32.31597845601436	24.509803921568626	23.202614379084967	38.96551724137931	30.369127516778523	38.265306122448976	25.581395348837212	37.94749403341289	34.31372549019608	16.99346405228758	44.713656387665196	63.23529411764706	78.58719646799118	41.50326797385621	7.6158940397351	28.104575163398692	34.63497453310696	39.37908496732026
1995	31.103678929765888	45.588235294117645	34.64052287581699	25.368248772504092	20.915032679738562	35.094339622641506	38.26955074875208	35.44093178036606	28.762541806020064		30.76923076923077	20.29459901800327	43.624161073825505	67.64705882352942	94.47115384615384	51.633986928104584	10.457516339869281	25.816993464052292	40.29574861367837	50.49019607843137
1996	34.65346534653465	39.11620294599018	29.44078947368421	19.934640522875817	18.985270049099835	35.28225806451613	37.185929648241206	30.244755244755243	27.066115702479337			16.857610474631752	43.79391100702576	58.82352941176471		28.75816993464052	9.703947368421053	31.5359477124183	33.096085409252666	35.130718954248366
1997	33.222591362126245	30.27823240589198	28.104575163398692	23.366013071895424	20.588235294117645	24.173913043478258	28.30820770519263	34.91525423728813	19.82608695652174	22.426470588235293	29.349736379613354	13.23529411764706	38.72113676731794	63.888888888888886		30.555555555555557	11.620294599018004	33.387888707037646	25.085324232081913	37.745098039215684
1998	44.027303754266214	55.71895424836602	50.49019607843137	24.673202614379086	22.749590834697216	43.99293286219081	29.809358752166375	29.848229342327148	34.96376811594203	40.8	24.9554367201426	28.26797385620915	43.290043290043286	55.319148936170215		34.47712418300654	9.836065573770492	29.248366013071898	34.80565371024735	51.882160392798696
1999	40.0	53.431372549019606	43.34975369458128	32.733224222585925	24.673202614379086	44.29530201342282	37.719298245614034	37.79661016949152	31.979695431472084	37.983193277310924	32.57839721254355	26.797385620915033	54.24528301886793	61.111111111111114		37.091503267973856	10.947712418300654	45.171849427168574	36.27450980392157	47.13584288052373
2000	44.79338842975207	44.44444444444444	41.66666666666667	22.54901960784314	20.130932896890343	36.258278145695364	31.835205992509362	25.58983666061706	26.732673267326735	35.09369676320272	30.833333333333336	21.311475409836063	39.839572192513366	65.52287581699346		29.901960784313726	9.00163666121113	31.751227495908346	36.60130718954248	40.68627450980392
2001	37.39703459637562	49.486301369863014	39.770867430441896	32.35294117647059	23.692810457516337	35.714285714285715	37.98165137614679	39.25233644859813	25.082508250825082		37.74834437086093	19.54022988505747	46.682464454976305	65.84967320261438		32.84313725490196	11.783960720130933	41.993464052287585	29.78723404255319	40.58919803600654
2002	37.37373737373738	46.05042016806723	38.25944170771757	30.9328968903437	25.326797385620914	35.49488054607509	44.01473296500921	29.82791586998088	24.155405405405407	29.545454545454547	35.72621035058431	13.322368421052634	50.27777777777778	54.41176470588235		34.64052287581699	11.437908496732026	40.68627450980392	34.31372549019608	46.15384615384615
2003	37.81362007168459	40.819964349376114	30.327868852459016	30.555555555555557	26.633986928104576	34.84087102177554	38.26714801444043	47.79661016949153	22.71973466003317	21.630615640599	43.06930693069307	16.912972085385878	37.60217983651226	53.682487725040914		35.51554828150573	5.8919803600654665	33.98692810457516	24.836601307189543	43.30065359477124
2004	47.333333333333336	44.01349072512647	39.86820428336079	28.104575163398692	25.326797385620914	36.21262458471761	34.33098591549296	36.36363636363637	24.834437086092713	35.430463576158935	32.11314475873544	20.751633986928105	43.46793349168646	57.35294117647059		43.77049180327869	10.801963993453354	23.52941176470588	22.712418300653596	33.224222585924714
2005	49.42339373970346	50.736497545008184	35.3518821603928	27.00490998363339	25.287356321839084	34.38538205980066	45.766129032258064	38.333333333333336	23.692810457516337	33.820840950639855	33.387888707037646	17.81045751633987	47.817460317460316	63.725490196078425	81.81818181818183	33.55155482815057	9.328968903436989	28.477905073649758	24.18300653594771	35.78431372549019
2006	33.9344262295082	44.93464052287582	32.0785597381342	28.26797385620915	22.861842105263158	34.64052287581699	46.07843137254902	38.01801801801802	21.895424836601308	31.21869782971619	32.56198347107438	16.503267973856207	45.04950495049505	73.0392156862745	75.9075907590759	40.52287581699346	12.581699346405228	38.39869281045752	41.01307189542484	52.12418300653595
2007	47.86184210526316	40.752864157119475	33.55155482815057	20.78559738134206	22.42225859247136	31.914893617021278	35.03289473684211	25.882352941176475	26.307189542483663	27.69485903814262	32.50414593698176	20.098039215686274	42.20032840722496	69.67213114754098	79.22297297297297	44.02618657937807	6.557377049180328	28.104575163398692	26.677577741407525	47.05882352941176
2008	54.828150572831426	46.73202614379085	46.22950819672131	23.03921568627451	21.568627450980394	35.947712418300654	34.8111658456486	32.35294117647059	23.895253682487724	35.04132231404959	30.31301482701812	18.627450980392158	49.00181488203267	68.90343698854338	71.42857142857143	44.771241830065364	10.294117647058822	39.50819672131147	34.47712418300654	53.92156862745098
2009	47.95417348608838	52.77777777777778	39.67213114754099	26.633986928104576	22.058823529411764	35.45751633986928	37.87375415282392	31.311475409836063	25.98039215686275	36.28899835796388	30.706075533661743	18.954248366013072	45.83333333333333	63.725490196078425	74.91525423728814	40.68627450980392	8.823529411764707	31.372549019607842	29.73856209150327	44.11764705882353
2010	52.12418300653595	51.143790849673195	49.01639344262295	33.33333333333333	26.143790849673206	44.05940594059406	46.22950819672131	41.01307189542484	30.392156862745097	41.22516556291391	38.788870703764324	23.03921568627451	46.07329842931937	66.77577741407529	79.13907284768213	46.568627450980394	12.950819672131148	26.47058823529412	34.31372549019608	51.9607843137255
2011	50.49180327868853	48.35526315789473	38.51239669421488	31.862745098039213	26.60098522167488	46.28099173553719	44.71947194719472	40.26402640264026	28.71287128712871	33.27731092436974	38.0718954248366	22.54901960784314	56.32183908045977	69.93464052287581	70.88186356073211	44.93464052287582	7.717569786535304	40.19607843137255	25.49019607843137	46.73202614379085
2012	43.37152209492635	58.29228243021346	42.97385620915033	25.653594771241828	21.241830065359476	42.810457516339866	33.442622950819676	35.467980295566505	25.49019607843137	38.166666666666664	33.006535947712415	17.81045751633987	48.03921568627451	64.37908496732027	71.63904235727439	46.73202614379085	11.601307189542483	39.705882352941174	35.294117647058826	55.71895424836602
