	CYAZ	KACV	KAST	KLAX	KLGB	KMRY	KNTD	KNZY	KOAK	KOTH	KSAN	KSFO	KVBG	PACD	PADK	PADQ	PAHO	PANT	PSIT	PYAK	average
May_1955		25.4385964912281	42.1487603305785	38.7931034482759	43.859649122807	37.9310344827586	47.4137931034483	43.801652892562	13.5593220338983	29.9145299145299	44.6280991735537	13.1147540983607			86.1788617886179	75.6302521008403	23.9316239316239	39.4736842105263	39.344262295082	74.1666666666667	42.313449769726944
Jun_1955		50.4504504504504	56.5217391304348	43.75	44.3478260869565	46.9026548672566	46.8468468468468	45.7627118644068	37.1681415929204	42.8571428571429	40.6779661016949	33.6283185840708			94.1666666666667	45.7943925233645	30.2752293577982	44.0366972477064	37.2727272727273	65.5172413793103	47.41039722527967
Jul_1955		57.8512396694215	54.0322580645161	37.0967741935484	30.327868852459	51.2396694214876	42.2764227642276	41.3223140495868	25.8064516129032	45.4545454545455	33.6065573770492	22.5806451612903			83.8709677419355	45.2173913043478	6.03448275862069	45.6140350877193	30.327868852459	69.7478991596639	42.49455244269302
Aug_1955		73.109243697479	33.3333333333333	15.9663865546218	13.1578947368421	48.3606557377049	30.0	21.8487394957983	25.2032520325203	38.9830508474576	16.2162162162162	12.1951219512195			69.9186991869919	43.75	23.9316239316239	48.3606557377049	47.5409836065574	73.7704918032787	37.390961698197046
Sep_1955		41.4414414414414	30.7692307692308	26.4957264957265	25.6410256410256	29.6610169491525	38.655462184874	36.2068965517241	19.327731092437	29.9145299145299	30.5084745762712	15.6521739130435			83.3333333333333	51.7857142857143	18.75	39.0909090909091	28.448275862069	57.3913043478261	35.47489684995931
May_1956		49.1525423728814	45.3703703703704	31.3559322033898	37.9032258064516	39.1304347826087	33.8842975206612	32.258064516129	22.2222222222222	44.5378151260504	32.5	27.9661016949153		84.6153846153846	92.6829268292683	78.8135593220339	43.5897435897436	38.1818181818182	28.448275862069	58.8235294117647	45.63534691265346
Jun_1956		28.0701754385965	44.4444444444444	28.5714285714286	28.5714285714286	24.3697478991597	41.5929203539823	35.5932203389831	12.6050420168067	28.448275862069	33.3333333333333	14.4067796610169		77.5700934579439	90.8333333333333	45.6140350877193	14.6788990825688	45.6896551724138	35.042735042735	47.3684210526316	37.60022048447748
Jul_1956		65.2892561983471	42.1487603305785	27.7310924369748	18.5483870967742	64.7540983606557	51.6129032258064	26.4462809917355	35.7723577235772	31.4516129032258	22.8813559322034	28.9256198347107		77.7777777777778	86.8852459016393	56.8965517241379	19.1304347826087	49.5495495495495	54.6218487394958	59.0163934426229	45.524418164023395
Aug_1956		56.6666666666667	46.6101694915254	31.1475409836066	30.8333333333333	54.4715447154472	46.6666666666667	30.8943089430894	30.5785123966942	38.4615384615385	33.0578512396694	20.8333333333333		89.9159663865546	85.4838709677419	50.0	22.4137931034483	49.5798319327731	80.6451612903226	69.9186991869919	48.23215494996684
Sep_1956		39.6396396396396	40.9523809523809	12.3893805309735	11.2068965517241	17.5438596491228	19.8275862068966	16.3793103448276	17.2413793103448	38.1818181818182	13.3333333333333	15.2542372881356		75.7009345794392	78.448275862069	33.0275229357798	15.5339805825243	36.2745098039216	35.7142857142857	47.8632478632479	31.361809962803576
May_1957		38.3333333333333	56.4814814814815	22.6415094339623	26.1682242990654	34.2857142857143	22.4299065420561	40.1785714285714	31.5315315315315	42.4778761061947	37.3831775700935	41.1214953271028		74.3119266055046	80.4878048780488	56.4102564102564	8.57142857142857	34.8214285714286	33.6206896551724	55.4545454545455	40.928383415860644
Jun_1957		37.6146788990826	42.156862745098	37.5	39.4495412844037	32.7102803738318	35.4545454545455	50.4504504504504	18.2692307692308	33.0188679245283	41.5929203539823	14.4230769230769		72.1649484536082	93.3333333333333	45.2173913043478	11.340206185567	43.859649122807	57.0175438596491	58.7155963302752	42.460506875989886
Jul_1957		54.5454545454545	20.8695652173913	18.1818181818182	20.5128205128205	37.0689655172414	24.390243902439	37.0967741935484	23.3333333333333	22.3214285714286	27.8688524590164	12.1951219512195		83.1932773109244	91.0569105691057	33.0357142857143	25.0	29.1666666666667	42.9824561403509	49.0740740740741	36.21630430180818
Aug_1957		53.3333333333333	34.2105263157895	12.7450980392157	14.4230769230769	47.0588235294118	24.5454545454545	23.0769230769231	24.5762711864407	20.0	16.9811320754717	19.8275862068966		70.5357142857143	91.7355371900827	32.5	20.0	42.9824561403509	45.2173913043478	40.5172413793103	35.237031418434434
Sep_1957		40.3508771929825	23.5849056603774	25.2173913043478	24.2990654205607	19.8275862068966	22.4137931034483	26.9565217391304	26.271186440678	30.188679245283	22.3214285714286	20.3389830508475		54.2857142857143	66.9491525423729	65.7657657657658	15.3846153846154	44.7368421052632	38.3177570093458	60.1851851851852	34.85530278968018
May_1958		55.3571428571429	61.0	30.8411214953271	33.6448598130841	43.5185185185185	34.5454545454545	31.4814814814815	30.0884955752212	36.7924528301887	29.3577981651376	25.9259259259259	40.2061855670103	76.0683760683761	73.1707317073171	48.2456140350877	23.5849056603774	45.8333333333333	40.1785714285714	78.3333333333333	44.11443696530993
Jun_1958		45.7142857142857	60.0	21.2389380530973	21.6216216216216	31.5789473684211	15.1785714285714	26.0869565217391	32.7433628318584	37.6237623762376	26.9565217391304	31.304347826087	20.8695652173913	83.1858407079646	87.8260869565217	70.7964601769911	14.1509433962264	38.3838383838384	47.4137931034483	72.8971962616822	41.34584419395335
Jul_1958		80.1652892561983	60.655737704918	37.719298245614	32.1428571428571	62.6016260162602	55.9322033898305	31.1475409836066	52.991452991453	44.7154471544715	29.9145299145299	36.9747899159664	61.2903225806452	87.7049180327869	77.8688524590164	68.5950413223141	9.4017094017094	23.8532110091743	63.7931034482759	83.0508474576271	52.65888307511868
Aug_1958		65.5172413793103	27.5862068965517	35.4545454545455	27.8846153846154	46.0176991150442	48.2456140350877	53.2110091743119	28.448275862069	31.304347826087	42.8571428571429	18.5840707964602	62.5	75.4098360655738	65.8333333333333	56.25	3.53982300884956	58.0952380952381	23.4782608695652	54.0322580645161	43.38155359043694
Sep_1958		15.929203539823	27.027027027027	16.3793103448276	19.1304347826087	13.1578947368421	26.7241379310345	20.6896551724138	8.18181818181818	15.8415841584158	17.9487179487179	5.26315789473684	24.3478260869565	54.954954954955	65.2542372881356	24.2990654205607	19.2307692307692	34.2592592592593	23.8938053097345	45.1923076923077	25.142377208470734
May_1959		32.7272727272727	38.0530973451327	28.3333333333333	27.0491803278689	26.7241379310345	19.8275862068966	34.7826086956522	19.8198198198198	33.3333333333333	34.1880341880342	17.8571428571429	31.4814814814815	75.0	83.6065573770492	52.6785714285714	8.57142857142857	47.4747474747475	35.7798165137615	57.0093457943925	37.06828923194491
Jun_1959		45.0980392156863	46.8468468468468	31.8965517241379	32.1739130434783	28.8288288288288	37.0689655172414	36.6666666666667	13.8888888888889	35.2380952380952	35.5932203389831	13.6363636363636	44.7368421052632	80.0	94.8717948717949	44.7619047619048	15.1515151515152	37.037037037037	35.1351351351351	55.2631578947368	40.20493510013706
Jul_1959		56.8965517241379	40.6779661016949	17.2413793103448	14.2857142857143	36.7521367521368	36.5217391304348	35.6521739130435	22.2222222222222	31.6666666666667	32.7731092436975	15.5172413793103	44.8275862068966	81.1475409836066	84.4262295081967	47.6635514018692	23.7623762376238	49.1666666666667	36.2068965517241	64.9122807017544	40.6484225783022
Aug_1959		51.6666666666667	40.9090909090909	22.3140495867769	23.0769230769231	36.3636363636364	32.7868852459016	27.5	25.8620689655172	37.2727272727273	27.3504273504274	25.6410256410256	47.0588235294118	76.0683760683761	85.3658536585366	27.7777777777778	19.2982456140351	45.6896551724138	38.655462184874	63.5593220338983	39.69563247989561
Sep_1959		39.6039603960396	47.5247524752475	28.0701754385965	24.7787610619469	33.0357142857143	36.8421052631579	29.0598290598291	21.1009174311927	42.9906542056075	27.1186440677966	17.6991150442478	50.4424778761062	44.9152542372881	85.0	36.5217391304348	12.7272727272727	46.2962962962963	27.6190476190476	36.5384615384615	36.20448306075176
May_1960	54.6218487394958	40.3846153846154	63.1067961165049	15.8878504672897	21.8181818181818	29.6296296296296	15.929203539823	32.1739130434783	21.7821782178218	58.6538461538462	35.8333333333333	18.6274509803922	27.3584905660377	73.5042735042735	80.6451612903226	50.8474576271186	23.8095238095238	47.7477477477478	23.0769230769231	53.781512605042	39.46099688257005
Jun_1960	40.1709401709402	52.2935779816514	36.8421052631579	45.6896551724138	40.5172413793103	52.7777777777778	57.2649572649573	57.3913043478261	29.5238095238095	22.4299065420561	50.4347826086956	19.6261682242991	52.1367521367521	79.4871794871795	92.5	48.6486486486487	5.15463917525773	61.2612612612613	57.2649572649573	80.8695652173913	49.11426147241716
Jul_1960	23.1404958677686	64.7540983606557	36.1344537815126	16.2162162162162	15.2542372881356	39.4957983193277	26.3157894736842	19.1304347826087	29.0598290598291	35.2459016393443	16.8067226890756	15.7894736842105	50.0	74.5901639344262	88.5245901639344	43.1034482758621	5.60747663551402	35.042735042735	50.8474576271186	71.4285714285714	37.82439471352653
Aug_1960	51.2396694214876	55.3571428571429	52.5	26.6666666666667	22.8813559322034	41.9354838709677	45.5284552845528	25.0	24.3478260869565	35.5932203389831	20.4918032786885	11.6666666666667	59.349593495935	75.0	96.7741935483871	32.1739130434783	14.8148148148148	35.3448275862069	47.5409836065574	56.6666666666667	41.54366415831811
Sep_1960	35.5932203389831	63.963963963964	27.7777777777778	19.6581196581197	16.1016949152542	38.5964912280702	25.4237288135593	14.5299145299145	30.9734513274336	36.1111111111111	14.2857142857143	20.8695652173913	42.2413793103448	58.2608695652174	86.2068965517241	33.3333333333333	12.5	55.045871559633	48.2456140350877	58.2608695652174	36.89897935439255
May_1961	43.9655172413793	42.9906542056075	37.5	30.3571428571429	28.695652173913	42.4778761061947	26.5486725663717	48.7179487179487	27.5862068965517	63.6363636363636	43.5897435897436	32.1100917431193	37.6146788990826	81.4159292035398	92.6829268292683	42.9752066115703	9.90990990990991	38.4615384615385	34.5454545454545	54.6296296296296	43.020557191216476
Jun_1961	33.6206896551724	52.2522522522522	27.1929824561404	43.3628318584071	39.4736842105263	43.9655172413793	61.0169491525424	52.5862068965517	34.2105263157895	41.1764705882353	46.551724137931	25.0	51.2820512820513	80.672268907563	96.551724137931	41.7391304347826	23.2323232323232	31.8181818181818	33.6363636363636	52.6315789473684	45.598672858074636
Jul_1961	52.5	61.1570247933884	57.5	30.1724137931034	26.0162601626016	28.6885245901639	55.1724137931034	45.1612903225806	21.1382113821138	44.6280991735537	42.9752066115703	15.5737704918033	56.7796610169492	82.3529411764706	86.6666666666667	43.9655172413793	14.6551724137931	30.2521008403361	64.4067796610169	79.5081967213115	46.963512542595296
Aug_1961	35.7723577235772	61.9834710743802	49.5798319327731	32.4561403508772	23.7704918032787	39.4957983193277	47.5409836065574	30.0	31.8965517241379	52.1367521367521	24.1379310344828	22.2222222222222	55.0	87.603305785124	92.741935483871	50.0	6.55737704918033	37.9310344827586	61.8181818181818	71.4285714285714	45.703646898802674
Sep_1961	35.9649122807018	30.9090909090909	38.0952380952381	26.5486725663717	30.0884955752212	29.1666666666667	38.9830508474576	28.5714285714286	18.2608695652174	22.3300970873786	25.2173913043478	13.9130434782609	42.0168067226891	61.7391304347826	80.0	26.5486725663717	23.0769230769231	22.5225225225225	37.7358490566038	55.1401869158878	34.34145241215809
May_1962	45.9016393442623	30.6306306306306	52.212389380531	22.2222222222222	30.3571428571429	46.7289719626168	23.2142857142857	36.8852459016393	22.7722772277228	46.9026548672566	34.7107438016529	25.0	32.3809523809524	76.6666666666667	86.0655737704918	36.2745098039216	22.5225225225225	40.0	44.8275862068966	61.0	40.863800763070735
Jun_1962	39.8305084745763	47.0588235294118	52.6315789473684	55.0847457627119	49.5798319327731	49.5726495726496	52.5	59.8290598290598	31.5789473684211	39.0909090909091	56.6666666666667	22.1238938053097	60.3448275862069	75.8928571428571	80.5309734513274	43.5185185185185	21.3483146067416	45.1923076923077	64.6551724137931	77.3913043478261	51.22109453697179
Jul_1962	43.6974789915966	56.140350877193	59.1304347826087	40.0	29.6610169491525	52.1367521367521	59.504132231405	39.8305084745763	31.6239316239316	31.8965517241379	35.5932203389831	18.8034188034188	71.7741935483871	61.4754098360656	82.258064516129	55.9322033898305	19.811320754717	52.6785714285714	59.4827586206897	71.6666666666667	48.65484928474063
Aug_1962	62.5	61.1570247933884	44.0677966101695	20.8333333333333	21.8487394957983	39.5161290322581	38.2113821138211	28.3333333333333	26.6666666666667	38.0530973451327	23.9669421487603	28.4552845528455	45.8333333333333	77.0491803278689	91.0569105691057	41.4414414414414	15.5963302752294	54.8672566371681	41.025641025641	53.9823008849557	42.72310619601252
Sep_1962	34.4827586206897	66.9491525423729	38.1818181818182	35.9649122807018	32.4786324786325	60.6837606837607	51.2820512820513	39.3162393162393	41.3793103448276	44.4444444444444	35.3448275862069	33.9130434782609	72.1739130434783	58.974358974359	65.4867256637168	43.298969072165	10.7843137254902	54.954954954955	53.9130434782609	60.1851851851852	46.709620766880825
May_1963	32.1739130434783	63.963963963964	31.1926605504587	37.1681415929204	43.2432432432432	60.3448275862069	36.2068965517241	44.1441441441441	43.2692307692308	40.1869158878505	46.4285714285714	40.3846153846154	57.6271186440678	76.0330578512397	81.9672131147541	48.2142857142857	11.1111111111111	35.2941176470588	26.1261261261261	51.8181818181818	45.34491680866165
Jun_1963	46.9565217391304	39.622641509434	48.6725663716814	45.2991452991453	36.6666666666667	45.6140350877193	53.8461538461538	53.3898305084746	21.4285714285714	38.1818181818182	52.5423728813559	14.0350877192982	53.781512605042	83.0508474576271	89.8305084745763	40.3846153846154	15.0943396226415	53.2710280373832	35.3982300884956	70.0	46.85332464549152
Jul_1963	51.6949152542373	42.5	44.7368421052632	22.1238938053097	28.2051282051282	34.9593495934959	38.8429752066116	41.8032786885246	22.9508196721311	22.5225225225225	34.1880341880342	16.260162601626	52.8925619834711	85.4838709677419	89.8305084745763	41.5254237288136	18.348623853211	42.9906542056075	57.7235772357724	65.8333333333333	42.770823781270565
Aug_1963	61.864406779661	61.6666666666667	49.1666666666667	21.4876033057851	19.0082644628099	42.7350427350427	35.5371900826446	25.4237288135593	25.4237288135593	44.2477876106195	21.551724137931	18.1034482758621	38.655462184874	86.6666666666667	83.3333333333333	42.1052631578947	9.25925925925926	46.2962962962963	46.0176991150442	60.9090909090909	41.97296646366336
Sep_1963	37.5	53.9823008849557	24.0740740740741	19.4915254237288	22.8813559322034	17.3076923076923	20.8695652173913	30.9734513274336	17.1428571428571	40.7079646017699	26.5486725663717	11.0091743119266	32.6923076923077	82.2033898305085	90.7563025210084	71.6814159292035	13.1578947368421	69.4915254237288	41.3793103448276	52.5423728813559	38.81965765750935
May_1964	37.7049180327869	45.4545454545455	55.1401869158878	23.728813559322	29.8245614035088	47.8260869565217	33.6363636363636	32.7433628318584	23.1481481481481	44.1176470588235	31.858407079646	30.188679245283	48.6238532110092	74.7899159663866	78.8135593220339	30.7692307692308	20.3883495145631	44.0366972477064	49.0196078431373	59.2592592592593	42.053609672801095
Jun_1964	58.3333333333333	49.5145631067961	55.8558558558559	55.4545454545455	48.6725663716814	39.8148148148148	55.2631578947368	62.0689655172414	28.0373831775701	45.3703703703704	53.448275862069	29.7297297297297	52.212389380531	64.1025641025641	94.1176470588235	55.1401869158878	21.3592233009709	39.1752577319588	50.9090909090909	68.0412371134021	51.33105790009868
Jul_1964	63.2478632478632	49.5652173913044	47.1074380165289	20.6611570247934	15.2542372881356	42.2764227642276	33.6065573770492	28.448275862069	28.2258064516129	40.0	25.4385964912281	20.1612903225806	51.2605042016807	87.603305785124	92.5	36.7521367521368	10.7843137254902	51.7241379310345	72.0338983050847	60.8333333333333	43.87422461356385
Aug_1964	40.495867768595	52.5862068965517	38.8429752066116	26.9565217391304	28.695652173913	41.9354838709677	41.8803418803419	45.9016393442623	25.8333333333333	37.5	38.8429752066116	18.6991869918699	53.3898305084746	72.9508196721311	77.6859504132231	48.2758620689655	9.25925925925926	56.8965517241379	50.0	53.5087719298246	43.00686149941023
Sep_1964	51.304347826087	38.7931034482759	35.0877192982456	24.7863247863248	25.8333333333333	33.8983050847458	25.4385964912281	27.1186440677966	22.6890756302521	33.6448598130841	26.7241379310345	16.8067226890756	40.1785714285714	90.5172413793103	84.4827586206897	46.3636363636364	10.7843137254902	45.2173913043478	33.3333333333333	42.6086956521739	37.78055561035182
May_1965	48.3050847457627	37.962962962963	62.5	36.2068965517241	30.0884955752212	47.7477477477478	41.1764705882353	51.3274336283186	21.6981132075472	34.5794392523364	41.7391304347826	22.0183486238532	57.5471698113208		87.5	53.5087719298246	22.1238938053097			72.972972972973	45.235466578701185
Jun_1965	30.6306306306306	53.9130434782609	59.0909090909091	52.1739130434783	47.8260869565217	53.9130434782609	56.4102564102564	56.4102564102564	36.1111111111111	41.747572815534	55.9322033898305	36.036036036036	61.2068965517241		93.2773109243697	64.3478260869565	10.6796116504854			65.4205607476635	51.478074636016764
Jul_1965	44.7154471544715	74.7967479674797	48.3050847457627	34.7457627118644	26.890756302521	40.495867768595	54.1666666666667	40.495867768595	30.8333333333333	42.9752066115703	32.7731092436975	19.4915254237288	52.4193548387097		95.9349593495935	53.781512605042	22.9357798165138			78.5046728971963	46.72127383560831
Aug_1965	52.5423728813559	59.4827586206897	40.0	30.5785123966942	22.5	41.025641025641	49.1803278688525	34.1463414634146	29.5652173913043	35.5932203389831	28.099173553719	19.4690265486726	43.5897435897436		91.5966386554622	43.1372549019608	11.1111111111111			63.963963963964	40.91654731244521
Sep_1965	53.1531531531532	58.1818181818182	42.6086956521739	22.8813559322034	19.327731092437	35.5932203389831	27.8260869565217	31.8965517241379	27.8260869565217	38.1818181818182	25.4237288135593	23.9316239316239	30.4347826086957		88.2352941176471	47.2727272727273	37.1428571428571			78.2178217821782	40.47855022582687
May_1966	33.0357142857143	50.0	42.4528301886792	41.2280701754386	35.8974358974359	52.991452991453	59.1666666666667	57.7235772357724	28.0701754385965	29.126213592233	56.0975609756098	28.9473684210526	63.8655462184874		78.9915966386555	27.027027027027	27.7777777777778			67.2566371681416	45.862097099925954
Jun_1966	58.0357142857143	23.469387755102	33.6363636363636	34.7826086956522	29.5652173913043	20.1834862385321	43.1034482758621	52.9411764705882	11.0091743119266	22.1052631578947	47.4576271186441	7.54716981132075	31.4285714285714		95.7983193277311	68.0672268907563	15.7407407407407			50.4587155963303	37.9606006548844
Jul_1966	60.1626016260163	53.781512605042	47.5409836065574	16.6666666666667	15.2542372881356	44.2622950819672	30.7692307692308	36.0655737704918	32.5	33.8983050847458	30.327868852459	27.5	48.3333333333333		100.0	38.4615384615385	20.7207207207207			77.2727272727273	41.97162324350779
Aug_1966	35.6521739130435	51.3513513513513	37.8378378378378	16.5289256198347	14.7540983606557	41.8803418803419	32.7868852459016	24.7933884297521	24.3697478991597	33.6448598130841	19.327731092437	17.3553719008264	45.9016393442623		83.0645161290323	52.212389380531	21.551724137931			69.4915254237288	36.617912221159486
Sep_1966	53.2110091743119	25.0	27.2727272727273	31.0344827586207	24.1071428571429	19.2982456140351	39.4736842105263	25.2100840336134	16.8141592920354	33.6538461538462	20.8695652173913	16.8141592920354	44.8275862068966		87.3949579831933	51.7543859649123	15.3153153153153			74.0740740740741	35.654436789451616
May_1967	55.8333333333333	41.8803418803419	35.0	25.4716981132075	23.8095238095238	34.1880341880342	41.747572815534	32.4324324324324	20.1834862385321	33.0188679245283	40.0	18.6915887850467	41.4414414414414		91.869918699187	47.7064220183486	4.95049504950495			57.9439252336449	38.00994599780241
Jun_1967	54.8672566371681	69.5652173913043	59.1304347826087	40.1709401709402	38.135593220339	70.9401709401709	48.3050847457627	52.1008403361345	43.2432432432432	45.5357142857143	50.4273504273504	40.1869158878505	66.6666666666667		91.1504424778761	71.1711711711712	19.2307692307692			76.7857142857143	55.15373681769319
Jul_1967	43.801652892562	71.4285714285714	37.5	30.188679245283	27.5229357798165	37.6068376068376	65.1785714285714	40.8695652173913	21.8181818181818	23.3333333333333	32.1100917431193	10.0	54.954954954955		90.5982905982906	18.1818181818182	9.34579439252336			78.3783783783784	40.75397982350783
